customer_id,loan_id,purpose,tenure,interest_rate,debt_to_income,vehicle_type,education,occupation,job_title,job_industry,income_type,criminal_record,marital_status,age,income_class,num_work_year,num_dependent,house_type,length_of_stay,residency_status,house_ownership,earning_members,vehicle_own,is_phone_number_owner,dpd_m1,col_m1,utilization_per_credit_account,utilization_per_credit_amount,latest_per_total_payment_m1,age_oldest_account,datetime
CUST1241,LOAN2515,CONSUMPTIVE,77,11.89,0.25,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,242,4,0.41,,,0,2025-02-03 11:12:32.630226
CUST1242,LOAN2516,CONSUMPTIVE,82,12.55,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,268,4,0.4,,,,2025-02-03 11:12:32.630226
CUST1242,LOAN2517,CONSUMPTIVE,82,12.57,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,270,4,0.4,,,,2025-02-03 11:12:32.630226
CUST1242,LOAN2518,CONSUMPTIVE,90,12.6,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,273,5,0.39,,,,2025-02-03 11:12:32.630226
CUST1238,LOAN2519,CONSUMPTIVE,93,12.91,0.4,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,30,10,1,APARTMENT,10,PERMANENT,,2,2,YES,288,5,0.32,,,0,2025-02-03 11:12:32.630226
CUST1243,LOAN2520,CONSUMPTIVE,96,13.16,0.4,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,353,5,0.27,,,,2025-02-03 11:12:32.630226
CUST1244,LOAN2521,CONSUMPTIVE,25,7.68,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,27,11,2,APARTMENT,11,PERMANENT,,2,2,YES,1,1,0.69,0.75,0.68,28,2025-02-03 11:12:32.630226
CUST1245,LOAN2522,CONSUMPTIVE,32,9.55,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,40,25,11,2,APARTMENT,11,PERMANENT,,2,2,YES,1,1,0.68,,,21,2025-02-03 11:12:32.630226
CUST1246,LOAN2523,CONSUMPTIVE,35,9.58,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,40,24,12,2,KOS,12,PERMANENT,,1,2,YES,5,1,0.66,,,,2025-02-03 11:12:32.630226
CUST1247,LOAN2524,CONSUMPTIVE,37,9.82,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,NO,MARRIED,41,23,12,2,KOS,12,PERMANENT,,1,1,YES,6,1,0.66,,,,2025-02-03 11:12:32.630226
CUST1248,LOAN2525,CONSUMPTIVE,38,10.03,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,23,12,2,KOS,12,TEMPORARY,,1,1,NO,9,1,0.65,0.57,0.61,14,2025-02-03 11:12:32.630226
CUST1249,LOAN2526,PRODUCTIVE,41,10.05,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,23,12,2,KOS,12,TEMPORARY,,1,1,NO,11,1,0.64,0.55,,14,2025-02-03 11:12:32.630226
CUST1250,LOAN2527,PRODUCTIVE,42,10.19,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,22,13,2,KOS,12,TEMPORARY,,1,1,NO,11,1,0.63,,,13,2025-02-03 11:12:32.630226
CUST1250,LOAN2528,PRODUCTIVE,43,10.24,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,41,22,13,2,KOS,12,TEMPORARY,,1,1,NO,12,1,0.58,0.54,0.57,13,2025-02-03 11:12:32.630226
CUST1251,LOAN2529,PRODUCTIVE,44,10.27,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,21,13,2,KOS,13,TEMPORARY,,1,1,NO,12,1,0.57,0.53,0.56,12,2025-02-03 11:12:32.630226
CUST1251,LOAN2530,PRODUCTIVE,47,10.28,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,21,13,2,KOS,13,TEMPORARY,,1,1,NO,13,1,0.56,0.52,0.56,10,2025-02-03 11:12:32.630226
CUST1249,LOAN2531,PRODUCTIVE,47,10.28,0.05,,DOCTORAL DEGREE,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,MARRIED,41,23,12,2,KOS,12,TEMPORARY,,1,1,NO,14,1,0.56,0.52,0.55,9,2025-02-03 11:12:32.630226
CUST1252,LOAN2532,PRODUCTIVE,48,10.34,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,21,13,2,KOS,13,TEMPORARY,,1,1,NO,23,1,0.53,,,,2025-02-03 11:12:32.630226
CUST1252,LOAN2533,PRODUCTIVE,49,10.34,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,21,13,2,KOS,13,TEMPORARY,,1,1,NO,24,1,0.53,,,8,2025-02-03 11:12:32.630226
CUST1253,LOAN2534,PRODUCTIVE,50,10.41,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,20,13,2,KOS,13,TEMPORARY,,1,1,NO,28,1,0.52,,,8,2025-02-03 11:12:32.630226
CUST1253,LOAN2535,PRODUCTIVE,51,10.43,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,20,13,2,KOS,13,TEMPORARY,,1,1,NO,28,1,0.52,,,,2025-02-03 11:12:32.630226
CUST1253,LOAN2536,PRODUCTIVE,52,10.54,0.05,,SECONDARY HIGH SCHOOL,PRIVATE EMPLOYEE,SENIOR STAFF,INDUSTRI PERDAGANGAN & LOGISTIK,SALARY,YES,DIVORCED,42,20,13,2,KOS,13,TEMPORARY,,1,1,NO,28,1,0.51,0.47,,7,2025-02-03 11:12:32.630226
CUST1243,LOAN2537,PRODUCTIVE,55,10.55,0.05,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,29,1,0.49,0.47,,7,2025-02-03 11:12:32.630226
CUST1254,LOAN2538,PRODUCTIVE,59,10.65,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,20,13,2,KOS,13,TEMPORARY,,1,1,NO,30,1,0.49,,,6,2025-02-03 11:12:32.630226
CUST1255,LOAN2539,PRODUCTIVE,60,10.66,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,45,19,13,2,KOS,14,TEMPORARY,,1,1,NO,52,2,0.49,0.45,0.5,6,2025-02-03 11:12:32.630226
CUST1255,LOAN2540,CONSUMPTIVE,61,10.88,0.05,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,45,19,13,2,KOS,14,TEMPORARY,,1,1,NO,61,2,0.47,0.45,0.49,5,2025-02-03 11:12:32.630226
CUST1254,LOAN2541,CONSUMPTIVE,61,10.96,0.15,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,20,13,2,KOS,13,TEMPORARY,,1,1,NO,81,2,0.46,,,,2025-02-03 11:12:32.630226
CUST1256,LOAN2542,CONSUMPTIVE,64,11.15,0.15,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,18,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,82,2,0.46,0.42,0.48,4,2025-02-03 11:12:32.630226
CUST1257,LOAN2543,CONSUMPTIVE,67,11.21,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,97,3,0.45,,,,2025-02-03 11:12:32.630226
CUST1257,LOAN2544,CONSUMPTIVE,68,11.23,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,115,3,0.44,,,4,2025-02-03 11:12:32.630226
CUST1257,LOAN2545,CONSUMPTIVE,71,11.28,0.2,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,47,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,123,3,0.43,0.4,0.45,2,2025-02-03 11:12:32.630226
CUST1255,LOAN2546,CONSUMPTIVE,72,11.35,0.25,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,45,19,13,2,KOS,14,TEMPORARY,,1,1,NO,125,3,0.43,,,,2025-02-03 11:12:32.630226
CUST1256,LOAN2547,CONSUMPTIVE,72,11.36,0.25,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,18,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,127,3,0.43,0.39,0.44,2,2025-02-03 11:12:32.630226
CUST1256,LOAN2548,CONSUMPTIVE,75,11.44,0.25,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,46,18,14,2,LAIN-LAIN,14,TEMPORARY,,1,1,NO,131,3,0.41,0.39,0.43,0,2025-02-03 11:12:32.630226
CUST1243,LOAN2549,CONSUMPTIVE,76,11.44,0.25,,DOCTORAL DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,39,27,11,1,APARTMENT,11,PERMANENT,,2,2,YES,140,3,0.4,,,0,2025-02-03 11:12:32.630226
CUST1254,LOAN2550,CONSUMPTIVE,77,11.76,0.25,,SECONDARY HIGH SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,SALARY,YES,DIVORCED,44,20,13,2,KOS,13,TEMPORARY,,1,1,NO,173,3,0.4,,,0,2025-02-03 11:12:32.630226
CUST1258,LOAN2551,CONSUMPTIVE,81,11.89,0.3,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,174,3,0.39,,,0,2025-02-03 11:12:32.630226
CUST1259,LOAN2552,CONSUMPTIVE,81,11.99,0.35,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,16,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,196,4,0.37,0.34,0.36,0,2025-02-03 11:12:32.630226
CUST1259,LOAN2553,CONSUMPTIVE,84,12.35,0.35,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,16,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,224,4,0.36,0.33,,0,2025-02-03 11:12:32.630226
CUST1259,LOAN2554,CONSUMPTIVE,85,12.35,0.4,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,16,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,336,5,0.29,,,0,2025-02-03 11:12:32.630226
CUST1259,LOAN2555,CONSUMPTIVE,86,13.45,0.45,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,16,15,2,LAIN-LAIN,16,TEMPORARY,,1,0,NO,340,5,0.25,,,,2025-02-03 11:12:32.630226
CUST1260,LOAN2556,CONSUMPTIVE,3,9.55,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,51,15,16,2,LAIN-LAIN,17,TEMPORARY,,1,0,NO,2,1,0.67,0.7,0.71,25,2025-02-03 11:12:32.630226
CUST1261,LOAN2557,PRODUCTIVE,27,9.71,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,30,38,6,1,RUMAH,7,PERMANENT,,2,2,YES,2,1,0.66,0.62,0.69,20,2025-02-03 11:12:32.630226
CUST1262,LOAN2558,PRODUCTIVE,37,9.8,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,32,35,7,1,RUMAH,7,PERMANENT,,2,2,YES,2,1,0.63,0.6,0.69,17,2025-02-03 11:12:32.630226
CUST1263,LOAN2559,PRODUCTIVE,44,9.84,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,33,8,1,RUMAH,8,PERMANENT,,2,2,YES,3,1,0.63,0.59,0.66,16,2025-02-03 11:12:32.630226
CUST1264,LOAN2560,PRODUCTIVE,46,9.89,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,32,8,1,RUMAH,8,PERMANENT,,2,2,YES,5,1,0.62,0.59,,13,2025-02-03 11:12:32.630226
CUST1264,LOAN2561,PRODUCTIVE,47,10.0,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,32,8,1,RUMAH,8,PERMANENT,,2,2,YES,9,1,0.6,0.58,0.61,12,2025-02-03 11:12:32.630226
CUST1265,LOAN2562,PRODUCTIVE,48,10.21,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,34,30,8,1,RUMAH,8,PERMANENT,,2,2,YES,10,1,0.6,0.57,,11,2025-02-03 11:12:32.630226
CUST1265,LOAN2563,PRODUCTIVE,49,10.31,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,34,30,8,1,RUMAH,8,PERMANENT,,2,2,YES,11,1,0.59,0.56,0.6,10,2025-02-03 11:12:32.630226
CUST1266,LOAN2564,PRODUCTIVE,49,10.35,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,13,1,0.58,0.56,0.59,9,2025-02-03 11:12:32.630226
CUST1266,LOAN2565,PRODUCTIVE,51,10.36,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,35,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,13,1,0.58,,,9,2025-02-03 11:12:32.630226
CUST1267,LOAN2566,PRODUCTIVE,53,10.41,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,36,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,14,1,0.56,0.54,,8,2025-02-03 11:12:32.630226
CUST1267,LOAN2567,PRODUCTIVE,53,10.64,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,36,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,15,1,0.55,0.54,,8,2025-02-03 11:12:32.630226
CUST1263,LOAN2568,PRODUCTIVE,56,10.73,0.05,,BACHELOR'S DEGREE,PUBLIC SERVANT,EXECUTIVE,INDUSTRI BESAR & PADAT MODAL,INVESTMENT,NO,SINGLE,33,33,8,1,RUMAH,8,PERMANENT,,2,2,YES,17,1,0.55,0.53,0.54,6,2025-02-03 11:12:32.630226
CUST1258,LOAN2569,PRODUCTIVE,57,10.73,0.05,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,19,1,0.54,0.53,0.54,6,2025-02-03 11:12:32.630226
CUST1268,LOAN2570,PRODUCTIVE,57,10.78,0.1,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,22,1,0.51,,,6,2025-02-03 11:12:32.630226
CUST1269,LOAN2571,PRODUCTIVE,57,10.85,0.1,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,28,8,1,RUMAH,9,PERMANENT,,2,2,YES,23,1,0.51,,,5,2025-02-03 11:12:32.630226
CUST1268,LOAN2572,CONSUMPTIVE,58,10.96,0.1,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,23,1,0.5,,,4,2025-02-03 11:12:32.630226
CUST1268,LOAN2573,CONSUMPTIVE,58,11.0,0.1,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,29,8,1,RUMAH,8,PERMANENT,,2,2,YES,25,1,0.5,,,3,2025-02-03 11:12:32.630226
CUST1269,LOAN2574,CONSUMPTIVE,60,11.01,0.15,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,28,8,1,RUMAH,9,PERMANENT,,2,2,YES,29,1,0.48,0.5,0.51,3,2025-02-03 11:12:32.630226
CUST1270,LOAN2575,CONSUMPTIVE,61,11.11,0.15,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,28,8,1,RUMAH,10,PERMANENT,,2,2,YES,33,2,0.48,,,,2025-02-03 11:12:32.630226
CUST1271,LOAN2576,CONSUMPTIVE,67,11.15,0.15,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,27,8,1,APARTMENT,10,PERMANENT,,2,2,YES,48,2,0.45,0.5,,2,2025-02-03 11:12:32.630226
CUST1270,LOAN2577,CONSUMPTIVE,68,11.15,0.15,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,28,8,1,RUMAH,10,PERMANENT,,2,2,YES,49,2,0.45,,,1,2025-02-03 11:12:32.630226
CUST1270,LOAN2578,CONSUMPTIVE,68,11.22,0.2,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,37,28,8,1,RUMAH,10,PERMANENT,,2,2,YES,51,2,0.45,,,0,2025-02-03 11:12:32.630226
CUST1272,LOAN2579,CONSUMPTIVE,70,11.3,0.2,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,27,9,1,APARTMENT,10,PERMANENT,,2,2,YES,53,2,0.44,,,0,2025-02-03 11:12:32.630226
CUST1272,LOAN2580,CONSUMPTIVE,70,11.3,0.2,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,27,9,1,APARTMENT,10,PERMANENT,,2,2,YES,59,2,0.44,,,0,2025-02-03 11:12:32.630226
CUST1272,LOAN2581,CONSUMPTIVE,71,11.34,0.2,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,27,9,1,APARTMENT,10,PERMANENT,,2,2,YES,59,2,0.43,,,0,2025-02-03 11:12:32.630226
CUST1273,LOAN2582,CONSUMPTIVE,72,11.6,0.2,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,75,2,0.42,0.47,0.43,0,2025-02-03 11:12:32.630226
CUST1273,LOAN2583,CONSUMPTIVE,74,11.8,0.25,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,136,3,0.42,,,0,2025-02-03 11:12:32.630226
CUST1273,LOAN2584,CONSUMPTIVE,75,11.9,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,157,3,0.41,0.46,0.4,0,2025-02-03 11:12:32.630226
CUST1274,LOAN2585,CONSUMPTIVE,76,12.06,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,168,3,0.39,0.46,,0,2025-02-03 11:12:32.630226
CUST1274,LOAN2586,CONSUMPTIVE,78,12.17,0.3,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,204,4,0.38,,,0,2025-02-03 11:12:32.630226
CUST1274,LOAN2587,CONSUMPTIVE,78,12.29,0.35,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,37,26,9,1,APARTMENT,10,PERMANENT,,2,2,YES,218,4,0.37,,,,2025-02-03 11:12:32.630226
CUST1258,LOAN2588,PRODUCTIVE,85,12.39,0.5,,ELEMENTARY SCHOOL,DAILY WORKER,STAFF,INDUSTRI SUMBER DAYA & KEBUTUHAN POKOK,PENSION,YES,DIVORCED,48,17,15,2,LAIN-LAIN,15,TEMPORARY,,1,1,NO,235,4,0.35,0.42,,0,2025-02-03 11:12:32.630226
CUST1269,LOAN2589,PRODUCTIVE,86,12.42,0.55,,JUNIOR HIGH SCHOOL,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,INVESTMENT,NO,SINGLE,36,28,8,1,RUMAH,9,PERMANENT,,2,2,YES,334,5,0.35,,,,2025-02-03 11:12:32.630226
CUST1271,LOAN2590,PRODUCTIVE,87,12.47,0.6,,MASTER'S DEGREE,PROFESSIONAL,MANAGER,INDUSTRI JASA & KEUANGAN,BUSINESS TURNOVER/DIVIDEND,NO,SINGLE,37,27,8,1,APARTMENT,10,PERMANENT,,2,2,YES,355,5,0.29,,,0,2025-02-03 11:12:32.630226
CUST1275,LOAN2591,PRODUCTIVE,30,9.27,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,26,10,1,APARTMENT,10,PERMANENT,,2,2,YES,0,1,0.73,0.65,0.76,20,2025-02-03 11:12:32.630226
CUST1276,LOAN2592,PRODUCTIVE,39,9.97,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,26,10,1,APARTMENT,10,PERMANENT,,2,1,YES,1,1,0.68,0.63,0.67,14,2025-02-03 11:12:32.630226
CUST1277,LOAN2593,PRODUCTIVE,44,10.19,0.05,,MASTER'S DEGREE,ENTREPRENEUR,OWNER,INDUSTRI TEKNOLOGI & KENDARAAN,BUSINESS TURNOVER/DIVIDEND,NO,MARRIED,38,25,10,1,APARTMENT,10,PERMANENT,,2,1,YES,2,1,0.68,,,,2025-02-03 11:12:32.630226
